date,open,high,low,close,diff,diff_perd,qty
2022-11-10,312.63,314.91,311.13,311.13,-4.1,-1.30%,149974
2022-11-09,313.4,316.09,312.54,315.23,3.22,1.03%,162126
2022-11-08,310.08,312.57,309.21,312.01,4.14,1.34%,142951
2022-11-07,306.08,308.15,305.05,307.87,3.54,1.16%,148868
2022-11-04,301.16,304.33,299.46,304.33,2.67,0.89%,182715
2022-11-03,298.55,303.8,297.62,301.66,-2.21,-0.73%,179815
2022-11-02,302.49,305.1,302.02,303.87,-0.01,0.00%,192341
2022-11-01,300.53,304.01,299.84,303.88,4.3,1.44%,272490
2022-10-31,298.61,300.05,296.45,299.58,4.52,1.53%,121050
2022-10-28,296.8,298.45,294.65,295.06,-3.76,-1.26%,131077
2022-10-27,295.85,299.19,295.01,298.82,4.97,1.69%,176203
2022-10-26,292.21,295.28,291.4,293.85,2.27,0.78%,122301
2022-10-25,291.29,293.75,290.53,291.58,0.11,0.04%,116351
2022-10-24,293.6,294.24,290.52,291.47,2.9,1.00%,116175
2022-10-21,287.68,290.38,287.44,288.57,-0.04,-0.01%,102369
2022-10-20,289.33,290.07,286.5,288.61,-2.68,-0.92%,136903
2022-10-19,293.41,295.34,290.9,291.29,-2.3,-0.78%,110850
2022-10-18,293.34,293.78,289.77,293.59,4.02,1.39%,117118
2022-10-17,285.89,290.04,284.91,289.57,0.21,0.07%,111596
2022-10-14,287.59,290.32,286.59,289.36,6.79,2.40%,132068
2022-10-13,286.27,286.36,282.57,282.57,-4.52,-1.57%,133288
2022-10-12,285.23,287.52,284.32,287.09,2.13,0.75%,120861
2022-10-11,284.39,284.96,282.04,284.96,-5.45,-1.88%,127821
2022-10-07,288.35,292.2,287.84,290.41,-0.85,-0.29%,128156
2022-10-06,291.2,293.32,290.09,291.26,2.21,0.76%,93858
2022-10-05,293.87,294.47,287.44,289.05,0.78,0.27%,138906
2022-10-04,286.25,288.96,285.42,288.27,6.91,2.46%,120019
2022-09-30,281.75,284.35,278.39,281.36,-1.29,-0.46%,143737
2022-09-29,286.6,287.81,282.56,282.65,-0.54,-0.19%,128427
2022-09-28,287.66,289.75,280.8,283.19,-7.01,-2.42%,160839
2022-09-27,290.27,290.75,286.76,290.2,0.43,0.15%,152309
2022-09-26,293.65,293.96,289.01,289.77,-7.97,-2.68%,177691
2022-09-23,301.48,302.09,296.85,297.74,-3.91,-1.30%,114627
2022-09-22,300.67,302.19,299.3,301.65,-3.02,-0.99%,114961
2022-09-21,305.09,306.07,303.77,304.67,-2.87,-0.93%,104487
2022-09-20,308.76,309.98,306.79,307.54,1.05,0.34%,96957
2022-09-19,309.58,309.89,305.68,306.49,-2.2,-0.71%,101185
2022-09-16,308.58,309.54,307.03,308.69,-1.94,-0.62%,135937
2022-09-15,313.15,313.84,310.63,310.63,-2.11,-0.67%,111218
2022-09-14,310.08,313.94,309.06,312.74,-5.82,-1.83%,118207
2022-09-13,313.93,319.37,313.93,318.56,9.44,3.05%,150586
2022-09-08,310.23,310.51,308.26,309.12,0.96,0.31%,149121
2022-09-07,310.86,311.1,306.69,308.16,-4.85,-1.55%,146286
2022-09-06,313.36,314.97,311.69,313.01,0.54,0.17%,91544
2022-09-05,313.09,315.22,310.91,312.47,-0.45,-0.14%,112444
2022-09-02,316.46,316.74,312.18,312.92,-2.1,-0.67%,133783
2022-09-01,318.74,318.76,315.02,315.02,-7.94,-2.46%,183420
2022-08-31,316.96,323.37,316.26,322.96,3.47,1.09%,228418
2022-08-30,317.97,320,316.94,319.49,3.14,0.99%,133480
2022-08-29,317.45,317.47,315.48,316.35,-7.56,-2.33%,203734
2022-08-26,325.36,326.59,323.3,323.91,0.28,0.09%,188815
2022-08-25,321.58,323.63,320.81,323.63,3.77,1.18%,130657
2022-08-24,320.15,320.99,318.16,319.86,1.17,0.37%,156496
2022-08-23,320.85,321.5,318.26,318.69,-4.08,-1.26%,118040
2022-08-22,323.29,324.42,321.83,322.77,-4.02,-1.23%,93521
2022-08-19,329.06,329.08,326.34,326.79,-2.01,-0.61%,125260
2022-08-18,327.47,329.94,326.06,328.8,-1.11,-0.34%,101500
2022-08-17,332.11,333.24,329.3,329.91,-1.87,-0.56%,105787
2022-08-16,332.68,333.47,331.08,331.78,1.11,0.34%,131425
2022-08-12,329.23,331.12,329.07,330.67,0.75,0.23%,138074
2022-08-11,328.2,329.92,327.74,329.92,5.57,1.72%,140037
2022-08-10,326.3,326.43,323.86,324.35,-3.76,-1.15%,134971
2022-08-09,327.21,328.62,325.28,328.11,0.88,0.27%,121621
2022-08-08,326.05,327.45,325.21,327.23,-0.27,-0.08%,113665
2022-08-05,326.71,328.47,326.36,327.5,2.03,0.62%,119887
2022-08-04,326.11,326.4,324.38,325.47,1.67,0.52%,110170
2022-08-03,321.48,323.8,320.25,323.8,2.16,0.67%,93895
2022-08-02,322.64,322.85,320.21,321.64,-1.33,-0.41%,113133
2022-08-01,322.14,324.31,320.86,322.97,-0.34,-0.11%,111147
2022-07-29,324.38,325.83,321.95,323.31,1.69,0.53%,163690
2022-07-28,322.89,323.73,320.76,321.62,1.88,0.59%,131104
2022-07-27,319.83,320.04,317.3,319.74,0.13,0.04%,88689
2022-07-26,317.39,319.91,317.03,319.61,1.27,0.40%,87527
2022-07-25,316.4,320.07,316.2,318.34,1.01,0.32%,94023
2022-07-22,319.12,320.94,317,317.33,-2.35,-0.74%,120586
2022-07-21,316.22,320.14,316.22,319.68,3.66,1.16%,91222
2022-07-20,319.15,319.68,315.48,316.02,2.12,0.68%,113805
2022-07-19,313.38,314.06,311.81,313.9,-0.97,-0.31%,95255
2022-07-18,311.06,315.17,310.6,314.87,6.96,2.26%,113852
2022-07-15,307.45,308.14,302.1,307.91,2.56,0.84%,125245
2022-07-14,304.7,307.93,303.65,305.35,-1.24,-0.40%,115966
2022-07-13,306.24,308.62,304.99,306.59,1.56,0.51%,110889
2022-07-12,306.94,307.56,303.32,305.03,-3.26,-1.06%,107070
2022-07-11,311.05,311.86,307.97,308.29,-1.86,-0.60%,94922
2022-07-08,310.73,313.01,310.02,310.15,1.84,0.60%,108520
2022-07-07,304.3,310.07,304.2,308.31,6.03,1.99%,126308
2022-07-06,307.14,307.9,302.06,302.28,-6.75,-2.18%,156255
2022-07-05,307.15,309.99,305.35,309.03,5.02,1.65%,110061
2022-07-04,304.46,305.82,300.82,304.01,-0.01,0.00%,128355
2022-07-01,308.72,310.55,301.95,304.02,-3.18,-1.04%,136341
2022-06-30,311.2,311.63,307.2,307.2,-5.66,-1.81%,143728
2022-06-29,314.33,315.16,312.52,312.86,-6.25,-1.96%,132702
2022-06-28,316.65,319.11,315.19,319.11,2.91,0.92%,117270
2022-06-27,314.31,319.08,311.85,316.2,4.13,1.32%,136483
2022-06-24,307.47,313.42,306.27,312.07,6.62,2.17%,137827
2022-06-23,308.81,310.94,304.13,305.45,-2.63,-0.85%,197731
2022-06-22,317.47,317.63,308.08,308.08,-8.3,-2.62%,161699
2022-06-21,315.95,318.74,313.66,316.38,1.94,0.62%,120058
2022-06-20,321.46,321.62,311.71,314.44,-5.65,-1.77%,151134
2022-06-17,316.36,320.71,314.79,320.09,-2.16,-0.67%,197274
2022-06-16,326.72,328.84,321.54,322.25,0.04,0.01%,138751
2022-06-15,327.7,328.3,320.29,322.21,-6.02,-1.83%,159365
2022-06-14,325.68,329.27,323.36,328.23,-1.65,-0.50%,174250
2022-06-13,335.76,335.97,329.88,329.88,-12.01,-3.51%,163805
2022-06-10,342.32,343.25,340.66,341.89,-4.73,-1.36%,136208
2022-06-09,345.35,346.82,343.69,346.62,0.4,0.12%,191391
2022-06-08,346.46,348.11,345.56,346.22,0.55,0.16%,123302
2022-06-07,350.04,350.53,345.02,345.67,-6.34,-1.80%,135311
2022-06-03,353.47,353.93,351.1,352.01,1.5,0.43%,134646
2022-06-02,352.29,352.81,349.55,350.51,-4.03,-1.14%,196091
2022-05-31,351.79,354.72,350.01,354.54,2.05,0.58%,266678
2022-05-30,351.53,352.85,350.07,352.49,4.45,1.28%,151012
2022-05-27,348.42,349.11,347.15,348.04,3.78,1.10%,133072
2022-05-26,345.54,349.03,342.65,344.26,-1.34,-0.39%,126445
2022-05-25,346.34,347.6,343.51,345.6,1.52,0.44%,125139
2022-05-24,349.02,349.79,344.08,344.08,-6.26,-1.79%,150996
2022-05-23,351.16,351.41,348.48,350.34,1.05,0.30%,183164
2022-05-20,345.15,349.68,344.89,349.29,6.05,1.76%,133213
2022-05-19,341.07,344.1,340.55,343.24,-5.1,-1.46%,196527
2022-05-18,349.62,351.2,347.15,348.34,0.81,0.23%,166291
2022-05-17,345.14,347.91,345.13,347.53,3.59,1.04%,171093
2022-05-16,348.13,348.88,343.52,343.94,-1.56,-0.45%,231878
2022-05-13,340.49,345.82,339.72,345.5,7.56,2.24%,187355
2022-05-12,340.14,343.03,337.65,337.94,-5.5,-1.60%,262823
2022-05-11,342.22,344.45,341.22,343.44,-0.23,-0.07%,184518
2022-05-10,343.22,344.73,338.46,343.67,-1.74,-0.50%,249371
2022-05-09,347.71,349.4,344.84,345.41,-3.59,-1.03%,256536
2022-05-06,350.26,350.26,347.98,349,-4.85,-1.37%,622950
2022-05-04,354.85,356.05,352.27,353.85,0.53,0.15%,279177
2022-05-03,354.28,356.45,353.12,353.32,-0.7,-0.20%,132700
2022-05-02,351.31,354.53,350.94,354.02,-1.06,-0.30%,131468
2022-04-29,350.43,355.34,349.73,355.08,4.92,1.41%,182270
2022-04-28,348.61,350.16,346.02,350.16,3.95,1.14%,164684
2022-04-27,346.42,346.78,343.76,346.21,-4.46,-1.27%,146757
2022-04-26,351.33,352.2,350.38,350.67,1.69,0.48%,122916
2022-04-25,351.36,352.26,348.91,348.98,-6.45,-1.81%,139465
2022-04-22,355.54,356.08,353.64,355.43,-3.59,-1.00%,214761
2022-04-21,358.33,360.74,358.24,359.02,1.5,0.42%,148564
2022-04-20,357.14,358.28,354.93,357.52,0.16,0.04%,148872
2022-04-19,355.77,358.53,355.29,357.36,3.73,1.05%,130216
2022-04-18,352.19,354.87,351.46,353.63,-0.21,-0.06%,110996
2022-04-15,354.35,355.1,352.63,353.84,-3.54,-0.99%,142642
2022-04-14,359.23,359.29,356.17,357.38,-1.62,-0.45%,159155
2022-04-13,353.83,359.43,353.3,359,6.68,1.90%,177428
2022-04-12,353.51,354.83,351.37,352.32,-3.46,-0.97%,129717
2022-04-11,354.47,357.73,353.78,355.78,-0.23,-0.06%,131522
2022-04-08,356.86,357.62,354.27,356.01,0.28,0.08%,166111
2022-04-07,358.43,358.92,355.37,355.73,-5.28,-1.46%,193937
2022-04-06,362.04,362.96,360.52,361.01,-3.73,-1.02%,176510
2022-04-05,366.08,366.67,363.67,364.74,-0.2,-0.05%,244226
2022-04-04,361.85,365.08,360.69,364.94,1.75,0.48%,171554
2022-04-01,363.97,364.1,361.54,363.19,-2.42,-0.66%,446847
2022-03-31,364.1,367.01,363.94,365.61,1.11,0.30%,388609
2022-03-30,366.17,366.82,363.64,364.5,0.73,0.20%,141643
2022-03-29,364.18,365.56,362.27,363.77,1.71,0.47%,132695
2022-03-28,360.63,363.25,358.7,362.06,0,0.00%,136535
2022-03-25,364.76,364.92,361.34,362.06,-1.32,-0.36%,119074
2022-03-24,361.83,363.5,360.4,363.38,-1.46,-0.40%,149348
2022-03-23,364.06,366.4,362.89,364.84,3.18,0.88%,137431
2022-03-22,358.76,362.11,358.61,361.66,2.89,0.81%,120703
2022-03-21,363.81,363.86,358.41,358.77,-3.56,-0.98%,117142
2022-03-18,361.16,362.78,359.6,362.33,0.87,0.24%,155321
2022-03-17,362.39,364.18,361.36,361.46,5.37,1.51%,172536
2022-03-16,354.88,356.29,351.97,356.09,5.06,1.44%,125092
2022-03-15,352.34,353.9,350.38,351.03,-3.58,-1.01%,149108
2022-03-14,354.72,356.48,352.82,354.61,-0.7,-0.20%,163912
2022-03-11,355.95,356.85,353.26,355.31,-2.7,-0.75%,182548
2022-03-10,354.33,358.27,354.33,358.01,8.63,2.47%,212652
2022-03-08,348.12,352.82,346.85,349.38,-3.65,-1.03%,185897
2022-03-07,356.59,356.59,351.91,353.03,-8.66,-2.39%,193155
2022-03-04,365.35,365.54,360.19,361.69,-5.37,-1.46%,237190
2022-03-03,364.37,367.4,363.99,367.06,6.47,1.79%,167176
2022-03-02,361.52,362.81,359.89,360.59,-0.95,-0.26%,170944
2022-02-28,356.59,361.54,355.77,361.54,3.1,0.86%,237317
2022-02-25,358.79,360.85,357.02,358.44,3.4,0.96%,154972
2022-02-24,360.05,360.77,354.01,355.04,-9.4,-2.58%,167277
2022-02-23,366.25,366.58,362.39,364.44,0.93,0.26%,139928
2022-02-22,362.93,364.81,360.74,363.51,-4.78,-1.30%,162875
2022-02-21,362.83,368.75,361.14,368.29,-0.26,-0.07%,109544
2022-02-18,365.57,369.32,364.69,368.55,-1,-0.27%,137053
2022-02-17,368.11,373.03,365.48,369.55,2.25,0.61%,209730
2022-02-16,365.96,367.66,364.64,367.3,6.87,1.91%,108436
2022-02-15,364.44,364.79,358.75,360.43,-2.55,-0.70%,140833
2022-02-14,364.36,365.97,360.46,362.98,-5.63,-1.53%,146971
2022-02-11,367.54,371.35,366.9,368.61,-2.96,-0.80%,161469
2022-02-10,371.84,372.86,369.3,371.57,2.92,0.79%,180487
2022-02-09,367.02,368.65,365.79,368.65,5.17,1.42%,117910
2022-02-08,365.91,367.32,360.78,363.48,0.56,0.15%,133105
2022-02-07,365.4,365.4,359.59,362.92,-3.42,-0.93%,135534
2022-02-04,363.1,366.79,361.84,366.34,4.74,1.31%,109788
2022-02-03,364.07,366.13,361.6,361.6,3.62,1.01%,125482
2022-01-28,350.29,358.84,347.28,357.98,9.4,2.70%,146975
2022-01-27,360.83,363.11,348.55,348.58,-12.25,-3.39%,158318
2022-01-26,363.72,365.31,360.47,360.83,-1.56,-0.43%,109342
2022-01-25,370.3,370.73,359.85,362.39,-8.91,-2.40%,142181
2022-01-24,374.64,375.45,369.63,371.3,-4.78,-1.27%,112639
2022-01-21,376.74,377.69,373.35,376.08,-4.31,-1.13%,134237
2022-01-20,377.97,380.45,376.49,380.39,2.18,0.58%,114098
2022-01-19,377.75,381.91,376.74,378.21,-2.8,-0.73%,126170
2022-01-18,385.07,385.63,379.79,381.01,-2.8,-0.73%,127939
2022-01-17,387,387.33,381.56,383.81,-3.64,-0.94%,135817
2022-01-14,389.66,390.81,386.25,387.45,-5.55,-1.41%,146048
2022-01-13,395.68,395.93,392.52,393,-1.66,-0.42%,151714
2022-01-12,392.29,394.87,391.96,394.66,5.69,1.46%,210105
2022-01-11,388.32,390.43,386.26,388.97,1.45,0.37%,133428
2022-01-10,389.68,390.24,384.79,387.52,-3.33,-0.85%,139103
2022-01-07,388.3,391.75,388.06,390.85,4.63,1.20%,114276
2022-01-06,386.59,390.51,385.3,386.22,-4.17,-1.07%,152386
2022-01-05,394.91,395.2,387.56,390.39,-5.01,-1.27%,175488
2022-01-04,396.01,396.71,393.35,395.4,-0.11,-0.03%,117160
2022-01-03,397.16,399.44,394.26,395.51,1.32,0.33%,97581
2021-12-30,397.13,398.59,393.89,394.19,-2.53,-0.64%,103887
2021-12-29,398.74,399.16,395.85,396.72,-4.49,-1.12%,169048
2021-12-28,399.56,401.21,397.24,401.21,2.6,0.65%,169712
2021-12-27,400.61,401.07,398.31,398.61,-1.92,-0.48%,103635
2021-12-24,399.72,402.46,399.66,400.53,2.38,0.60%,102503
2021-12-23,397.98,398.36,395.71,398.15,2.08,0.53%,105281
2021-12-22,396.82,398.06,394.77,396.07,2.12,0.54%,100313
2021-12-21,394.35,395.28,391.19,393.95,2.58,0.66%,105997
2021-12-20,396.42,396.61,390.92,391.37,-7.59,-1.90%,97270
2021-12-17,394.46,399.02,394.26,398.96,1.28,0.32%,134697
2021-12-16,398.93,399.68,395.19,397.68,2.02,0.51%,94125
2021-12-15,393.99,395.76,392.85,395.66,0.25,0.06%,88943
2021-12-14,394.54,397.02,393.5,395.41,-1.86,-0.47%,116495
2021-12-13,399.38,403.37,396.83,397.27,-0.7,-0.18%,113328
2021-12-10,398.21,399.12,396.58,397.97,-3.16,-0.79%,92722
2021-12-09,398.19,401.13,396.93,401.13,3.86,0.97%,159053
2021-12-08,399.89,402.34,396.32,397.27,0.96,0.24%,140133
2021-12-07,392.88,396.46,391.29,396.31,3.46,0.88%,157041
2021-12-06,389.95,394.4,387.58,392.85,0.89,0.23%,124900
2021-12-03,388.21,393.3,386.42,391.96,2.32,0.60%,127840
2021-12-02,379.76,389.64,379.59,389.64,6.51,1.70%,150988
2021-12-01,376.45,384.05,373.61,383.13,9.89,2.65%,167598
2021-11-30,385.01,386.34,370.86,373.24,-8.39,-2.20%,258522
2021-11-29,381.25,384.97,379.27,381.63,-3.44,-0.89%,178592
2021-11-26,390.61,392.81,384.19,385.07,-6.86,-1.75%,145771
2021-11-25,395.67,395.73,391.69,391.93,-3.47,-0.88%,117213
2021-11-24,397.88,399.38,393.27,395.4,-1.04,-0.26%,128293
2021-11-23,399.43,399.52,395.58,396.44,-2.63,-0.66%,124508
2021-11-22,393.16,399.88,392.75,399.07,8.54,2.19%,144700
2021-11-19,387.97,391.24,387.31,390.53,3.09,0.80%,130759
2021-11-18,388.86,390,386.31,387.44,-2,-0.51%,130465
2021-11-17,394.88,395.25,388.7,389.44,-4.63,-1.17%,146332
2021-11-16,393.94,396.49,392.62,394.07,-0.29,-0.07%,134392
2021-11-15,393.36,395.56,392.16,394.36,3.98,1.02%,174938
2021-11-12,389.13,391.77,387.46,390.38,4.41,1.14%,166336
2021-11-11,383.84,386.03,382.57,385.97,-0.27,-0.07%,212910
2021-11-10,388.37,390.36,385.57,386.24,-4.12,-1.06%,117561
2021-11-09,389.17,393.13,388.25,390.36,0.77,0.20%,127585
2021-11-08,390.1,390.71,385.5,389.59,-0.27,-0.07%,126068
2021-11-05,394.65,394.81,387.66,389.86,-1.68,-0.43%,139113
2021-11-04,393.16,395.15,390.75,391.54,2.06,0.53%,185410
2021-11-03,395.73,395.85,388.52,389.48,-5.34,-1.35%,137221
2021-11-02,392.18,398.1,392.18,394.82,5.01,1.29%,126751
2021-11-01,390.34,391.65,389.14,389.81,1.34,0.34%,121440
2021-10-29,396.08,396.92,387.82,388.47,-5.42,-1.38%,146473
2021-10-28,394.87,397.79,393.89,393.89,-1.59,-0.40%,180654
2021-10-27,398.31,398.82,394.41,395.48,-3.59,-0.90%,193851
2021-10-26,397.75,399.67,396.28,399.07,4.06,1.03%,135398
2021-10-25,392.45,395.99,390.02,395.01,1.67,0.42%,152055
2021-10-22,392.82,394.91,391.54,393.34,0.16,0.04%,108298
2021-10-21,393.56,395.51,392.38,393.18,-0.56,-0.14%,136385
2021-10-20,397.48,398.09,393.6,393.74,-1.67,-0.42%,129247
2021-10-19,394.26,395.92,393.27,395.41,3.39,0.86%,113851
2021-10-18,393.39,394.16,389.74,392.02,-1.17,-0.30%,126679
2021-10-15,392.94,394.58,391.36,393.19,3.6,0.92%,170785
2021-10-14,387.39,389.63,386.48,389.59,5.49,1.43%,170130
2021-10-13,380.12,385.72,379.31,384.1,3.41,0.90%,154270
2021-10-12,386.27,386.6,379.08,380.69,-6.73,-1.74%,158572
2021-10-08,390.42,390.7,386.54,387.42,-0.72,-0.19%,150216
2021-10-07,385.87,388.78,384.59,388.14,6.21,1.63%,173712
2021-10-06,391.01,392.37,381.93,381.93,-6.08,-1.57%,229528
2021-10-05,391.95,392.02,384.92,388.01,-6.78,-1.72%,202463
2021-10-01,399.53,400.52,394.14,394.79,-6.51,-1.62%,155624
2021-09-30,399.41,402.9,397.98,401.3,1.21,0.30%,182825
2021-09-29,400.44,402.28,396.78,400.09,-6.11,-1.50%,180584
2021-09-28,410.74,411.1,405.79,406.2,-4.77,-1.16%,175590
2021-09-27,409.28,412.72,408.97,410.97,1.13,0.28%,153145
2021-09-24,412.01,412.8,409.09,409.84,-0.62,-0.15%,153818
2021-09-23,409.04,410.92,407.39,410.46,-0.53,-0.13%,164544
2021-09-17,408.9,411.36,407.07,410.99,1.77,0.43%,165787
2021-09-16,414.22,414.68,408.79,409.22,-3.63,-0.88%,166059
2021-09-15,412.05,414.61,410.75,412.85,0.49,0.12%,193193
2021-09-14,411.06,414.85,410.98,412.36,2.66,0.65%,179782
2021-09-13,407.33,410.87,406.43,409.7,1,0.24%,152910
2021-09-10,407.99,409.78,405.99,408.7,1.42,0.35%,145028
2021-09-09,411.98,413.64,406.68,407.28,-7.26,-1.75%,189640
2021-09-08,416.35,417.62,413.34,414.54,-3.26,-0.78%,182486
2021-09-07,419.85,419.88,416.28,417.8,-2.57,-0.61%,134459
2021-09-06,418.99,420.74,417.85,420.37,1.15,0.27%,151551
2021-09-03,417.67,419.78,416.4,419.22,3.33,0.80%,147690
2021-09-02,419.19,420.2,414.99,415.89,-4.03,-0.96%,146860
2021-09-01,419.17,421.31,417.16,419.92,0.13,0.03%,151585
2021-08-31,411.69,419.9,409.67,419.79,8.29,2.01%,170992
2021-08-30,414.15,414.85,410.04,411.5,1.26,0.31%,145640
2021-08-27,408.63,411.79,406.81,410.24,-0.14,-0.03%,132447
2021-08-26,414.49,415.74,409.79,410.38,-3.57,-0.86%,174282
2021-08-25,414.01,416.03,410.63,413.95,1.47,0.36%,176200
2021-08-24,408.47,412.94,408.26,412.48,7.9,1.95%,165651
2021-08-23,404.32,407.82,401.63,404.58,3.8,0.95%,166036
2021-08-20,406.64,408.35,399.18,400.78,-4.18,-1.03%,197108
2021-08-19,410.84,412.93,404.91,404.96,-8.4,-2.03%,192939
2021-08-18,410.92,415.38,408.46,413.36,2.05,0.50%,184485
2021-08-17,415.5,417.23,410.31,411.31,-4.75,-1.14%,207917
2021-08-13,421.38,422.04,413.64,416.06,-6.32,-1.50%,221073
2021-08-12,423.17,425.53,421.42,422.38,-2.36,-0.56%,251298
2021-08-11,427.16,428.88,424.3,424.74,-3.82,-0.89%,170671
2021-08-10,433.01,433.11,427.28,428.56,-3.09,-0.72%,174090
2021-08-09,431.57,433.16,430.05,431.65,-1.64,-0.38%,140989
2021-08-06,434.85,436.61,432.27,433.29,-1.45,-0.33%,143715
2021-08-05,436.46,437.85,434.24,434.74,-1.31,-0.30%,267970
2021-08-04,431.6,436.71,430.16,436.05,6.07,1.41%,166736
2021-08-03,426.65,429.98,426.42,429.98,3.19,0.75%,151056
2021-08-02,426.29,426.85,422.86,426.79,2.88,0.68%,117344
2021-07-30,428.12,428.21,423.91,423.91,-5.58,-1.30%,143585
2021-07-29,430.58,431.19,428.18,429.49,0.34,0.08%,112355
2021-07-28,427.3,429.71,425.34,429.15,0.93,0.22%,132994
2021-07-27,430.14,431.15,427.89,428.22,0.75,0.18%,142525
2021-07-26,433.14,433.28,427.46,427.47,-4.08,-0.95%,146233
2021-07-23,431.75,433.23,430.27,431.55,0.17,0.04%,173066
2021-07-22,428.75,431.93,428.65,431.38,5.38,1.26%,182078
2021-07-21,430.99,431.29,425.82,426,-2.55,-0.60%,212123
2021-07-20,427.14,428.78,425.99,428.55,-1.34,-0.31%,163962
2021-07-19,432.25,432.25,428.94,429.89,-4.93,-1.13%,152020
2021-07-16,436.24,436.24,432.85,434.82,-1.94,-0.44%,149475
2021-07-15,434.24,436.85,433.12,436.76,3.19,0.74%,152535
2021-07-14,434.47,434.57,431.75,433.57,-1.14,-0.26%,147016
2021-07-13,432.39,435.21,432.36,434.71,3.43,0.80%,148612
2021-07-12,429.33,432.02,429.3,431.28,3.44,0.80%,134960
2021-07-09,431.64,431.65,424.26,427.84,-4.79,-1.11%,238815
2021-07-08,437.2,438.56,432.6,432.63,-4.34,-0.99%,216934
2021-07-07,439.29,439.29,435.78,436.97,-2.53,-0.58%,178316
2021-07-06,437.96,440.68,437.96,439.5,1.84,0.42%,194159
2021-07-05,436.53,438.92,436.53,437.66,1.66,0.38%,180179
2021-07-02,436.31,438.07,435.54,436,-0.34,-0.08%,197297
2021-07-01,439.01,439.26,435.8,436.34,-2.5,-0.57%,172562
2021-06-30,437.76,440.4,437.7,438.84,1.3,0.30%,167361
2021-06-29,440.48,440.6,436.17,437.54,-2.44,-0.55%,231752
2021-06-28,440.78,441.54,438.55,439.98,-0.42,-0.10%,237759
2021-06-25,438.76,442.31,438.75,440.4,2.02,0.46%,367173
2021-06-24,437.54,439.37,436.96,438.38,1.65,0.38%,299669
2021-06-23,434.65,437.37,434.62,436.73,2.31,0.53%,372077
2021-06-22,432.1,435.05,432.1,434.42,2.96,0.69%,483816
2021-06-21,434.57,434.57,429.52,431.46,-3.56,-0.82%,242429
2021-06-18,434.82,436.69,434.39,435.02,0.29,0.07%,230152
2021-06-17,436.61,436.63,432.78,434.73,-2.23,-0.51%,200549
2021-06-16,434.19,437.47,433.88,436.96,2.83,0.65%,306886
2021-06-15,433.41,434.99,432.48,434.13,0.91,0.21%,336105
2021-06-14,432.7,433.59,431.28,433.22,0.44,0.10%,236258
2021-06-11,429.61,433.42,429.61,432.78,3.43,0.80%,328904
2021-06-10,428.23,430.87,427.5,429.35,1.19,0.28%,267081
2021-06-09,432.35,432.53,428.16,428.16,-4.72,-1.09%,248515
2021-06-08,433.21,435.02,431.71,432.88,-0.38,-0.09%,323675
2021-06-07,432.82,435.77,430.76,433.26,1.04,0.24%,337933
2021-06-04,433.7,433.7,429.33,432.22,-1.65,-0.38%,290325
2021-06-03,430.2,435.6,430.2,433.87,3.72,0.86%,219810
2021-06-02,430.6,433.06,429.14,430.15,-0.17,-0.04%,292515
2021-06-01,428.08,432.18,426.94,430.32,2.41,0.56%,225690
2021-05-31,426.31,428.18,424.29,427.91,1.96,0.46%,230909
2021-05-28,423.88,427.51,423.58,425.95,2.95,0.70%,203179
2021-05-27,423.92,424.38,419.78,423,-0.54,-0.13%,311198
2021-05-26,424.46,426.05,422.55,423.54,-0.81,-0.19%,199313
2021-05-25,421.91,424.83,421.2,424.35,3.78,0.90%,176015
2021-05-24,421.92,423.09,419.38,420.57,-1.51,-0.36%,177689
2021-05-21,423.12,427.75,420.7,422.08,0.4,0.09%,196316
2021-05-20,423.38,423.38,419.07,421.68,-1.41,-0.33%,181884
2021-05-18,418.28,423.93,418.28,423.09,4.82,1.15%,174859
2021-05-17,421.97,423.19,416.08,418.27,-1.9,-0.45%,206999
2021-05-14,417.5,421.75,417.5,420.17,4.1,0.99%,199291
2021-05-13,419.6,421.07,414.28,416.07,-5.79,-1.37%,379123
2021-05-12,428.74,428.96,419.11,421.86,-6.91,-1.61%,295194
2021-05-11,434.14,434.14,427.21,428.77,-6.86,-1.57%,301803
2021-05-10,429.04,436.73,429.04,435.63,7.07,1.65%,255442
2021-05-07,426.51,429.94,426,428.56,1.92,0.45%,229119
2021-05-06,423.62,426.64,421.25,426.64,3.07,0.72%,313800
2021-05-04,420.99,423.57,418.53,423.57,3.21,0.76%,208973
2021-05-03,422.54,426.3,419.3,420.36,-2,-0.47%,234399
2021-04-30,426.61,426.83,421.73,422.36,-3.92,-0.92%,255787
2021-04-29,428.07,430.14,424.83,426.28,-1.2,-0.28%,231945
2021-04-28,432.2,432.82,426.88,427.48,-4.66,-1.08%,261384
2021-04-27,432.46,433.43,430.36,432.14,-0.22,-0.05%,216227
2021-04-26,428.89,432.36,428.68,432.36,4.02,0.94%,244075
2021-04-23,426.68,428.87,422.92,428.34,0.97,0.23%,215677
2021-04-22,427.06,430.44,427.06,427.37,0.62,0.15%,202883
2021-04-21,433.4,433.47,425.93,426.75,-7.85,-1.81%,187757
2021-04-20,431.9,434.7,431.38,434.6,2.64,0.61%,185746
2021-04-19,432.74,434.28,431.16,431.96,-0.47,-0.11%,172933
2021-04-16,432.43,434.57,430.98,432.43,-0.23,-0.05%,188081
