date,open,high,low,close,diff,diff_perd,qty
2021-04-15,430.41,434.4,430.39,432.66,1.95,0.45%,189530
2021-04-14,429.14,431.65,428.04,430.71,1.63,0.38%,154421
2021-04-13,424.4,429.84,423.89,429.08,4.86,1.15%,162002
2021-04-12,424.73,426.62,423.1,424.22,-0.08,-0.02%,134969
2021-04-09,427.26,428.65,423.33,424.3,-2.56,-0.60%,166987
2021-04-08,426.73,427.32,424.36,426.86,0.16,0.04%,221926
2021-04-07,426.22,428.38,424.96,426.7,0.82,0.19%,176730
2021-04-06,425.18,427.68,423.35,425.88,1.03,0.24%,162958
2021-04-05,425.15,426.31,422.16,424.85,1.11,0.26%,157714
2021-04-02,422.19,425.13,422.02,423.74,4.32,1.03%,163071
2021-04-01,416.99,419.78,416.51,419.42,4.38,1.06%,184612
2021-03-31,417.12,420.18,415.04,415.04,-1.57,-0.38%,225861
2021-03-30,412.32,417.44,412.32,416.61,4.56,1.11%,207510
2021-03-29,413.9,414.72,410.45,412.05,-0.84,-0.20%,312523
2021-03-26,409.16,413.04,409.13,412.89,4.36,1.07%,305214
2021-03-25,407.03,411.27,405.59,408.53,1.43,0.35%,180928
2021-03-24,407.32,408.76,404.03,407.1,-1.61,-0.39%,193067
2021-03-23,412.89,416.15,408.4,408.71,-3.93,-0.95%,234499
2021-03-22,412.92,414.48,410.27,412.64,-0.27,-0.07%,270009
2021-03-19,416.7,416.71,410.59,412.91,-4.15,-1.00%,189021
2021-03-18,414.97,420.86,414.97,417.06,3.05,0.74%,164055
2021-03-17,417.35,417.67,411.32,414.01,-3.3,-0.79%,132771
2021-03-16,414.82,418.06,414.11,417.31,3.13,0.76%,155155
2021-03-15,416.58,417.69,413.61,414.18,-1.95,-0.47%,161313
2021-03-12,413.67,417.76,413.67,416.13,5.11,1.24%,184655
2021-03-11,404.36,413.24,404.36,411.02,7.54,1.87%,231925
2021-03-10,406.37,411.22,402.37,403.48,-2.31,-0.57%,172526
2021-03-09,407.33,408.83,399.37,405.79,-2.55,-0.62%,313260
2021-03-08,412.86,416.37,407.6,408.34,-3.66,-0.89%,216887
2021-03-05,413.32,413.78,405.93,412,-2.17,-0.52%,293665
2021-03-04,419.34,419.34,411.28,414.17,-6.1,-1.45%,214045
2021-03-03,414.45,420.27,412.4,420.27,5.47,1.32%,198308
2021-03-02,411,422.41,411,414.8,4.89,1.19%,229886
2021-02-26,421.19,421.19,406.59,409.91,-12.61,-2.98%,297499
2021-02-25,412.05,422.56,412.05,422.52,15.36,3.77%,200314
2021-02-24,415.78,420.05,406.86,407.16,-8.66,-2.08%,252631
